local,oaci,iata,tipo,denominacion,coordenadas,latitud,longitud,elev,uom_elev,ref,distancia_ref,direccion_ref,condicion,control,region,fir,uso,trafico,sna,concesionado,provincia,inhab
PTA,SADL,LPG,aeródromo,LA PLATA,"34°58' 9""S  57°53'35""W",-34.969166666666666,-57.893055555555556,22.0,Metros,La Plata,5.0,SE,PUBLICO,AERADIO,RACE,SAEF,civil,Nacional,SI,NO,Buenos Aires,NO
PTL,SIN_CODIGO,SIN_CODIGO,aeródromo,LA PLATA/TOLOSA,"34°52'28""S  57°57'41""W",-34.87444444444444,-57.96138888888889,6.0,Metros,La Plata,5.0,N,PUBLICO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
PTM,SAWP,PMQ,aeródromo,PERITO MORENO,"46°32'18""S  70°58'44""W",-46.538333333333334,-70.97888888888889,430.0,Metros,Perito Moreno,8.0,NO,PUBLICO,AERADIO,RASU,SAVF,desconocido,Nacional,NO,NO,Santa Cruz,NO
PUA,SIN_CODIGO,SIN_CODIGO,aeródromo,PUAN,"37°32'22""S  62°44' 4""W",-37.53944444444444,-62.73444444444444,240.0,Metros,Puan,3.0,N,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
PUP,SIN_CODIGO,SIN_CODIGO,aeródromo,PUJATO/PETTILEP,"33° 0'28""S  61° 1' 4""W",-33.007777777777775,-61.01777777777777,61.0,Metros,Pujato,3.0,E,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Santa Fé,NO
RAE,SIN_CODIGO,SIN_CODIGO,aeródromo,RIVADAVIA/AEROTEC,"33°12'24""S  68°29'33""W",-33.20666666666667,-68.4925,665.0,Metros,Rivadavia,3.0,SO,PRIVADO,NOCONTROL,RANO,SAMF,desconocido,Nacional,NO,NO,Mendoza,NO
RAI,SIN_CODIGO,SIN_CODIGO,aeródromo,RANCHOS/LA IGUALDAD,"35°34' 7""S  58°26'25""W",-35.56861111111112,-58.44027777777777,18.0,Metros,Ranchos,10.0,SO,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
RAU,SIN_CODIGO,SIN_CODIGO,aeródromo,RAUCH,"36°46'19""S  59° 3'28""W",-36.77194444444444,-59.05777777777777,94.0,Metros,Rauch,2.0,NE,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
RAW,SIN_CODIGO,SIN_CODIGO,aeródromo,RAWSON,"43°17'38""S  65° 3'47""W",-43.29388888888889,-65.06305555555555,11.0,Metros,Rawson,2.0,E,PUBLICO,NOCONTROL,RASU,SAVF,desconocido,Nacional,NO,NO,Chubut,NO
RBS,SIN_CODIGO,SIN_CODIGO,aeródromo,RUFINO/BSG,"34°14'57""S  62°40'27""W",-34.24916666666667,-62.674166666666665,120.0,Metros,Rufino,3.4,NE,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Santa Fé,NO
RCE,SIN_CODIGO,SIN_CODIGO,aeródromo,MERCEDES,"29°13'20""S  58° 5'17""W",-29.22222222222222,-58.088055555555556,106.0,Metros,Mercedes,4.0,S,PUBLICO,NOCONTROL,RANE,SARR,civil,Nacional,NO,NO,Corrientes,NO
RCR,SIN_CODIGO,SIN_CODIGO,aeródromo,RÍO TERCERO,"32°10'22""S  64° 5'18""W",-32.172777777777775,-64.08833333333332,380.0,Metros,Río Tercero,1.5,E,PUBLICO,NOCONTROL,RANO,SACF,desconocido,Nacional,NO,NO,Córdoba,NO
RCV,SIN_CODIGO,SIN_CODIGO,aeródromo,RÍO COLORADO/VALE,"37° 3'56""S  69°23'44""W",-37.065555555555555,-69.39555555555556,930.0,Metros,Rincón de los Sauces,56.0,NO,PRIVADO,NOCONTROL,RANO,SAMF,civil,Nacional,NO,NO,Mendoza,NO
RDJ,SIN_CODIGO,SIN_CODIGO,aeródromo,RICARDONE/DON JOSÉ,"32°49'40""S  60°46'54""W",-32.82777777777778,-60.781666666666666,25.0,Metros,Ricardone,8.0,NE,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Santa Fé,NO
RES,SIN_CODIGO,SIN_CODIGO,aeródromo,RESISTENCIA/AEROCLUB,"27°37'52""S  59°10'47""W",-27.63111111111111,-59.17972222222222,50.0,Metros,Resistencia,30.0,SSE,PUBLICO,AERADIO,RANE,SARR,desconocido,Nacional,NO,NO,Chaco,NO
RGR,SIN_CODIGO,SIN_CODIGO,aeródromo,RÍO GALLEGOS/RÍO CHICO,"51°40' 7""S  69°15'37""W",-51.66861111111111,-69.26027777777777,21.0,Metros,Río Chico,5.0,SO,PRIVADO,NOCONTROL,RASU,SAVF,desconocido,Nacional,NO,NO,Santa Cruz,NO
RIE,SIN_CODIGO,SIN_CODIGO,aeródromo,RÍO CUARTO/ESTINDHER,"33° 5'34""S  64°25'45""W",-33.09277777777778,-64.42916666666667,0.0,Metros,Río Cuarto,9.0,NO,PRIVADO,NOCONTROL,RANO,SACF,desconocido,Nacional,NO,NO,Córdoba,NO
RIN,SAHS,RDS,aeródromo,RINCÓN DE LOS SAUCES,"37°23'25""S  68°54'16""W",-37.390277777777776,-68.90444444444445,600.0,Metros,Rincón de los Sauces,0.0,N,PRIVADO,NOCONTROL,RACE,SAMF,desconocido,Nacional,NO,NO,Neuquén,NO
RJA,SIN_CODIGO,SIN_CODIGO,aeródromo,ROJAS,"34°12'55""S  60°40'24""W",-34.21527777777778,-60.67333333333333,6.0,Metros,Rojas,6.0,SE,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
RLA,SAFR,SIN_CODIGO,aeródromo,RAFAELA,"31°16'57""S  61°30' 6""W",-31.2825,-61.501666666666665,99.0,Metros,Rafaela,3.5,S,PUBLICO,NOCONTROL,RANO,SACF,desconocido,Nacional,NO,NO,Santa Fé,NO
RLC,SIN_CODIGO,SIN_CODIGO,aeródromo,REALICÓ,"35° 3'32""S  64°12'46""W",-35.05888888888889,-64.21277777777777,165.0,Metros,Realicó,6.0,ESE,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,La Pampa,NO
RMY,SAWM,ROY,aeródromo,RÍO MAYO,"45°42'14""S  70°14'40""W",-45.70388888888889,-70.24444444444444,544.0,Metros,Río Mayo,3.0,S,PUBLICO,AERADIO,RASU,SAVF,desconocido,Nacional,NO,NO,Chubut,NO
ROB,SIN_CODIGO,SIN_CODIGO,aeródromo,ROBERTS/AGROAÉREO,"35° 8' 9""S  61°59'50""W",-35.13583333333333,-61.99722222222222,99.0,Metros,Roberts,3.0,ONO,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Buenos Aires,NO
ROH,SIN_CODIGO,SIN_CODIGO,aeródromo,ROBERTS/FUMIGACIONES HERBINSEC,"35° 8'11""S  61°59'25""W",-35.13638888888889,-61.99027777777778,102.0,Metros,Roberts,1.8,NO,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Buenos Aires,NO
ROP,SIN_CODIGO,SIN_CODIGO,aeródromo,ROSARIO/PUEBLO ESTHER,"33° 4'54""S  60°33'53""W",-33.08166666666667,-60.56472222222222,25.0,Metros,Pueblo Esther,1.0,SE,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Santa Fé,NO
ROS,SAAR,ROS,aeródromo,ROSARIO/ISLAS MALVINAS,"32°54'13""S  60°47' 4""W",-32.90361111111111,-60.78444444444444,26.0,Metros,Rosario,13.0,ONO,PUBLICO,CONTROL,RACE,SAEF,desconocido,Internacional,SI,NO,Santa Fé,NO
ROT,SIN_CODIGO,SIN_CODIGO,aeródromo,ROSARIO DEL TALA,"32°19'46""S  59°11'29""W",-32.32944444444445,-59.19138888888889,54.0,Metros,Rosario del Tala,4.0,SO,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Entre Ríos,NO
RST,SIN_CODIGO,SIN_CODIGO,aeródromo,CAÑADA ROSQUIN/STIEFEL,"31°59'41""S  61°36'10""W",-31.994722222222222,-61.60277777777778,71.0,Metros,Cañada Rosquín,6.5,N,PRIVADO,NOCONTROL,RANO,SACF,aeroapp,Nacional,NO,NO,Santa Fé,NO
RTA,SATR,RCQ,aeródromo,RECONQUISTA,"29°12'37""S  59°40'48""W",-29.210277777777776,-59.68,49.0,Metros,Reconquista,7.0,S,PUBLICO,CONTROL,RANE,SARR,desconocido,Nacional,SI,SI,Santa Fé,NO
RUF,SIN_CODIGO,SIN_CODIGO,aeródromo,RUFINO,"34°16'58""S  62°40' 3""W",-34.282777777777774,-62.6675,114.0,Metros,Rufino,5.0,ESE,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Santa Fé,NO
RVA,SIN_CODIGO,SIN_CODIGO,aeródromo,AMÉRICA,"35°30' 7""S  62°59'24""W",-35.50194444444445,-62.99,106.0,Metros,América,1.0,SO,PUBLICO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
RVD,SIN_CODIGO,SIN_CODIGO,aeródromo,RIVADAVIA,"33°13'42""S  68°28'27""W",-33.22833333333333,-68.47416666666666,659.0,Metros,Rivadavia,3.0,S,PUBLICO,NOCONTROL,RANO,SAMF,desconocido,Nacional,NO,NO,Mendoza,NO
RYD,SAOR,VME,aeródromo,VILLA REYNOLDS,"33°43'54""S  65°22'33""W",-33.73166666666667,-65.37583333333333,485.0,Metros,Villa Mercedes,9.0,SE,PUBLICO,CONTROL,RANO,SAMF,desconocido,Nacional,SI,SI,San Luis,NO
SAB,SIN_CODIGO,SIN_CODIGO,aeródromo,SALADILLO/ABELENDA,"35°44'19""S  59°45'43""W",-35.73861111111111,-59.761944444444445,39.0,Metros,Saladillo,9.0,SSE,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Buenos Aires,NO
SAF,SIN_CODIGO,SIN_CODIGO,aeródromo,SAFORCADA/PARAJON,"34°34'35""S  61° 0'20""W",-34.57638888888889,-61.00555555555555,84.0,Metros,Saforcada,6.0,E,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Buenos Aires,NO
SAL,SASA,SLA,aeródromo,SALTA/GENERAL D. MARTÍN MIGUEL DE GÜEMES,"24°51'35""S  65°29'13""W",-24.859722222222224,-65.48694444444445,1246.0,Metros,Salta,6.0,SO,PUBLICO,CONTROL,RANO,SACF,desconocido,Internacional,SI,SI,Salta,NO
SAN,SAVN,OES,aeródromo,SAN ANTONIO OESTE/ANTOINE DE SAINT EXUPERY,"40°45' 2""S  65° 2' 7""W",-40.75055555555556,-65.03527777777778,26.0,Metros,San Antonio Oeste,10.0,SO,PUBLICO,AERADIO,RASU,SAVF,desconocido,Nacional,NO,NO,Río Negro,NO
SBE,SIN_CODIGO,SIN_CODIGO,aeródromo,SAN BENITO,"31°48'31""S  60°27' 6""W",-31.808611111111112,-60.45166666666667,59.0,Metros,San Benito,2.8,SSO,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Entre Ríos,NO
SCA,SIN_CODIGO,SIN_CODIGO,aeródromo,SUNCHALES/AEROCLUB,"30°57'26""S  61°31'44""W",-30.95722222222222,-61.528888888888886,91.0,Metros,Sunchales,2.0,ESE,PUBLICO,NOCONTROL,RANO,SACF,desconocido,Nacional,NO,NO,Santa Fé,NO
SCF,SIN_CODIGO,SIN_CODIGO,aeródromo,SANFORD/CASILDA FUMIGACIONES,"33°10'34""S  61°12'10""W",-33.17611111111111,-61.20277777777778,79.0,Metros,Casilda,9.0,SE,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Santa Fé,NO
SCL,SIN_CODIGO,SIN_CODIGO,aeródromo,SANTA CLARA DE SAGUIER,"31°21'20""S  61°49'47""W",-31.355555555555558,-61.82972222222222,105.0,Metros,Santa Clara de Saguier,2.5,SSO,PRIVADO,NOCONTROL,RANO,SACF,civil,Nacional,NO,NO,Santa Fé,NO
SCT,SIN_CODIGO,SIN_CODIGO,aeródromo,SAN CRISTÓBAL,"30°15'51""S  61°13'12""W",-30.264166666666668,-61.22,74.0,Metros,San Cristóbal,4.0,NNE,PRIVADO,NOCONTROL,RANO,SACF,desconocido,Nacional,NO,NO,Santa Fé,NO
SCZ,SAWU,RZA,aeródromo,SANTA CRUZ,"50° 1' 4""S  68°34'49""W",-50.01777777777777,-68.58027777777778,111.0,Metros,Puerto Santa Cruz,5.0,O,PUBLICO,AERADIO,RASU,SAVF,desconocido,Nacional,NO,NO,Santa Cruz,NO
SDE,SANE,SDE,aeródromo,SANTIAGO DEL ESTERO/VCOM. ANGEL DE LA PAZ ARAGONÉS,"27°45'56""S  64°18'36""W",-27.765555555555554,-64.31,200.0,Metros,Santiago del Estero,6.0,NNO,PUBLICO,CONTROL,RANO,SACF,desconocido,Nacional,SI,SI,Santiago Del Estero,NO
SDL,SIN_CODIGO,SIN_CODIGO,aeródromo,SALADILLO,"35°36'16""S  59°49' 0""W",-35.60444444444445,-59.81666666666667,45.0,Metros,Saladillo,4.0,NE,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
SEN,SIN_CODIGO,SIN_CODIGO,aeródromo,CORONEL BRANDSEN,"35°10'54""S  58°17'43""W",-35.181666666666665,-58.29527777777778,16.0,Metros,Coronel Brandsen,5.0,O,PRIVADO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
SER,SIN_CODIGO,SIN_CODIGO,aeródromo,SERODINO/FUMIGACIONES STANDLER,"32°34'47""S  60°54'34""W",-32.57972222222222,-60.909444444444446,37.0,Metros,Serodino,5.0,NE,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Santa Fé,NO
SEZ,SIN_CODIGO,SIN_CODIGO,aeródromo,GENERAL PINTO/ALFREDO SANCHEZ,"34°48' 5""S  61°52'10""W",-34.80138888888889,-61.86944444444445,100.0,Metros,General Pinto,6.0,SE,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Buenos Aires,NO
SFN,SIN_CODIGO,SIN_CODIGO,aeródromo,SELVA NUEVA/FUMIGACIONES NANDO S.H.,"29°46'45""S  62° 1'52""W",-29.779166666666665,-62.03111111111111,86.0,Metros,Selva,2.0,SE,PRIVADO,NOCONTROL,RANO,SACF,aeroapp,Nacional,NO,NO,Santiago Del Estero,NO
SGE,SIN_CODIGO,SIN_CODIGO,aeródromo,SAN GREGORIO,"34°19' 1""S  62° 1' 9""W",-34.316944444444445,-62.01916666666666,106.0,Metros,San Gregorio,2.0,NE,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Santa Fé,NO
SGI,SIN_CODIGO,SIN_CODIGO,aeródromo,TRES ARROYOS/SANTAGIULIAN,"38°24'30""S  60°18' 4""W",-38.40833333333333,-60.301111111111105,104.0,Metros,Tres Arroyos,1.5,SSO,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Buenos Aires,NO
SGR,SAVS,SGV,aeródromo,SIERRA GRANDE,"41°35'29""S  65°20'24""W",-41.59138888888889,-65.33999999999999,210.0,Metros,Sierra Grande,2.5,NE,PUBLICO,AERADIO,RASU,SAVF,desconocido,Nacional,NO,NO,Río Negro,NO
SGV,SIN_CODIGO,SIN_CODIGO,aeródromo,SAN GUILLERMO/VERGNANO,"30°19' 0""S  61°54' 3""W",-30.316666666666666,-61.90083333333333,96.0,Metros,San Guillermo,5.0,NNE,PRIVADO,NOCONTROL,RANO,SACF,aeroapp,Nacional,NO,NO,Santa Fé,NO
SHP,SIN_CODIGO,SIN_CODIGO,aeródromo,SAN ANTONIO DE ARECO/HARAS LA POMME,"34°12'40""S  59°23'30""W",-34.211111111111116,-59.391666666666666,28.0,Metros,San Antonio de Areco,6.5,NE,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
SIS,SARE,RES,aeródromo,RESISTENCIA,"27°26'60""S  59° 3'22""W",-27.45,-59.05611111111111,53.0,Metros,Resistencia,5.0,SO,PUBLICO,CONTROL,RANE,SARR,desconocido,Internacional,SI,SI,Chaco,NO
SJA,SIN_CODIGO,SIN_CODIGO,aeródromo,SAN JUAN/AEROCLUB,"31°36'11""S  68°32'50""W",-31.603055555555557,-68.54722222222222,634.0,Metros,San Juan,7.0,S,PUBLICO,NOCONTROL,RANO,SAMF,civil,Nacional,NO,NO,San Juan,NO
SJB,SIN_CODIGO,SIN_CODIGO,aeródromo,SAN JORGE/BOCCA,"31°52'16""S  61°57' 4""W",-31.871111111111112,-61.95111111111111,105.0,Metros,San Jorge,9.0,ONO,PRIVADO,NOCONTROL,RANO,SACF,aeroapp,Nacional,NO,NO,Santa Fé,NO
SJD,SIN_CODIGO,SIN_CODIGO,aeródromo,SAN JOSÉ DE LA DORMIDA,"30°16'27""S  63°51'27""W",-30.274166666666666,-63.8575,423.0,Metros,San José de la Dormida,11.0,NE,PRIVADO,NOCONTROL,RANO,SACF,aeroapp,Nacional,NO,NO,Córdoba,NO
SJR,SIN_CODIGO,SIN_CODIGO,aeródromo,SAN JAVIER/AEROCLUB,"30°33'21""S  59°59'26""W",-30.555833333333332,-59.99055555555556,23.0,Metros,San Javier,6.5,ONO,PRIVADO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Santa Fé,NO
SJT,SIN_CODIGO,SIN_CODIGO,aeródromo,SAN JUSTO,"30°45'58""S  60°34' 2""W",-30.766111111111112,-60.56722222222223,55.0,Metros,San Justo,1.5,NE,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Santa Fé,NO
SJU,SAWJ,ULA,aeródromo,SAN JULIÁN/CAPITÁN D. DANIEL VAZQUEZ,"49°18'24""S  67°48'10""W",-49.306666666666665,-67.80277777777778,62.0,Metros,Puerto San Julián,7.0,O,PUBLICO,AERADIO,RASU,SAVF,desconocido,Nacional,NO,NO,Santa Cruz,NO
SLG,SIN_CODIGO,SIN_CODIGO,aeródromo,SALDUNGARAY,"38°12'19""S  61°45'40""W",-38.20527777777778,-61.76111111111111,228.0,Metros,Saldungaray,4.0,E,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
SLO,SIN_CODIGO,SIN_CODIGO,aeródromo,SALLIQUELÓ,"36°45'24""S  62°56'39""W",-36.75666666666667,-62.94416666666666,127.0,Metros,Salliqueló,1.4,SE,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
SLP,SIN_CODIGO,SIN_CODIGO,aeródromo,SANTA ROSA/SAN ALBERTO,"36°35'31""S  64°13'13""W",-36.591944444444444,-64.22027777777778,186.0,Metros,Santa Rosa,9.3,NE,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,La Pampa,NO
SLT,SIN_CODIGO,SIN_CODIGO,aeródromo,SALTO,"34°18'23""S  60°17'12""W",-34.30638888888888,-60.28666666666666,59.0,Metros,Salto,3.0,O,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
SLV,SIN_CODIGO,SIN_CODIGO,aeródromo,EMBARCACIÓN/SALVITA,"23°12'47""S  64° 2' 3""W",-23.213055555555556,-64.03416666666666,283.0,Metros,Embarcación,6.0,E,PRIVADO,NOCONTROL,RANO,SACF,aeroapp,Nacional,NO,NO,Salta,NO
SLY,SIN_CODIGO,SIN_CODIGO,aeródromo,SALDUNGARAY/SANTO TOMÁS DE LA SIERRA,"38°14'30""S  61°49'40""W",-38.24166666666667,-61.82777777777778,273.0,Metros,Saldungaray,5.0,SSO,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
SLZ,SIN_CODIGO,SIN_CODIGO,aeródromo,SALAZAR/EA. EL TRIÁNGULO,"36°21' 1""S  62°13'37""W",-36.35027777777778,-62.22694444444445,104.0,Metros,Salazar,5.0,SSO,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Buenos Aires,NO
SMC,SIN_CODIGO,SIN_CODIGO,aeródromo,SANTA MARÍA,"26°40'26""S  66° 1'29""W",-26.67388888888889,-66.02472222222222,1800.0,Metros,Santa María,2.0,ENE,PRIVADO,NOCONTROL,RANO,SACF,desconocido,Nacional,NO,NO,Catamarca,NO
SMF,SIN_CODIGO,SIN_CODIGO,aeródromo,SAN MARTÍN/FINCA LA FRONTERA,"22° 7'25""S  63°17'26""W",-22.12361111111111,-63.29055555555556,49.0,Metros,Aguaray,49.0,NE,PRIVADO,NOCONTROL,RANO,SACF,desconocido,Nacional,NO,NO,Salta,NO
SMM,SIN_CODIGO,SIN_CODIGO,aeródromo,SAN MIGUEL DEL MONTE/BAHÍA AGRADABLE,"35°27'34""S  58°45'50""W",-35.45944444444445,-58.763888888888886,24.0,Metros,San Miguel del Monte,4.0,SE,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
SMS,SIN_CODIGO,SIN_CODIGO,aeródromo,SAN MARCOS/CHIALVA S.H.,"32°44'12""S  62°31'52""W",-32.736666666666665,-62.53111111111111,115.0,Metros,Bell Ville,19.0,SE,PRIVADO,NOCONTROL,RANO,SACF,aeroapp,Nacional,NO,NO,Córdoba,NO
SMT,SIN_CODIGO,SIN_CODIGO,aeródromo,GENERAL SAN MARTÍN,"37°57'34""S  63°35'28""W",-37.95944444444445,-63.59111111111111,161.0,Metros,General San Martín,1.5,N,PRIVADO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,La Pampa,NO
SNT,SAAA,SIN_CODIGO,aeródromo,SAN ANTONIO DE ARECO,"34°13'11""S  59°26'21""W",-34.219722222222224,-59.439166666666665,30.0,Metros,San Antonio de Areco,3.0,NE,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
SNY,SIN_CODIGO,SIN_CODIGO,aeródromo,SAN NICOLÁS DE LOS ARROYOS,"33°23'27""S  60°11'44""W",-33.39083333333333,-60.19555555555555,30.0,Metros,San Nicolás de los Arroyos,6.0,SSE,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
SQI,SIN_CODIGO,SIN_CODIGO,aeródromo,CAÑADA ROSQUIN,"32° 6'20""S  61°36'49""W",-32.105555555555554,-61.61361111111111,67.0,Metros,Cañada Rosquín,5.0,S,PRIVADO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Santa Fé,NO
SRA,SAMR,AFA,aeródromo,SAN RAFAEL/S.A. SANTIAGO GERMANO,"34°35'16""S  68°24'13""W",-34.58777777777778,-68.40361111111112,753.0,Metros,San Rafael,8.0,O,PUBLICO,CONTROL,RANO,SAMF,desconocido,Nacional,SI,SI,Mendoza,NO
SRC,SAOS,RLO,aeródromo,SANTA ROSA DE CONLARA/VALLE DEL CONLARA,"32°23' 5""S  65°11' 9""W",-32.38472222222222,-65.18583333333333,616.0,Metros,Santa Rosa del Conlara,4.5,SSE,PUBLICO,CONTROL,RANO,SACF,desconocido,Nacional,NO,NO,San Luis,NO
SRE,SIN_CODIGO,SIN_CODIGO,aeródromo,SANTA REGINA/FORTÍN DE GAINZA,"34°32'48""S  63° 7'28""W",-34.54666666666667,-63.12444444444444,130.0,Metros,Santa Regina,3.0,E,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
SRM,SIN_CODIGO,SIN_CODIGO,aeródromo,SARMIENTO,"45°34'59""S  69° 0' 4""W",-45.58305555555556,-69.00111111111111,270.0,Metros,Sarmiento,3.0,E,PRIVADO,NOCONTROL,RASU,SAVF,desconocido,Nacional,NO,NO,Chubut,NO
SSK,SIN_CODIGO,SIN_CODIGO,aeródromo,SALTO/SKARE,"34°21'25""S  60° 9'21""W",-34.356944444444444,-60.155833333333334,60.0,Metros,Est. Gahan,4.0,O,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
SSR,SIN_CODIGO,SIN_CODIGO,aeródromo,SALADILLO/SANTA RITA,"35°49'42""S  60° 8'48""W",-35.82833333333333,-60.14666666666667,54.0,Metros,Saladillo,38.0,SO,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
STD,SIN_CODIGO,SIN_CODIGO,aeródromo,STROEDER,"40°12'37""S  62°37' 3""W",-40.21027777777778,-62.6175,28.0,Metros,Stroeder,1.5,S,PUBLICO,NOCONTROL,RASU,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
STI,SAMI,SIN_CODIGO,aeródromo,SAN MARTÍN,"33° 3'44""S  68°30'34""W",-33.06222222222222,-68.50944444444444,696.0,Metros,San Martín,3.0,NE,PUBLICO,NOCONTROL,RANO,SAMF,desconocido,Nacional,NO,NO,Mendoza,NO
STR,SAZL,SST,aeródromo,SANTA TERESITA,"36°32'32""S  56°43'17""W",-36.54222222222222,-56.72138888888889,3.0,Metros,Santa Teresita,2.0,O,PUBLICO,AERADIO,RACE,SAEF,desconocido,Nacional,SI,NO,Buenos Aires,NO
SUZ,SAZC,CSZ,aeródromo,CORONEL SUÁREZ/BRIG. D. H. E.  RUIZ,"37°26'46""S  61°53'22""W",-37.44611111111111,-61.88944444444444,234.0,Metros,Coronel Suárez,3.0,ENE,PUBLICO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
SVO,SAAV,SFN,aeródromo,SANTA FÉ/SAUCE VIEJO,"31°42'39""S  60°48'41""W",-31.710833333333333,-60.811388888888885,17.0,Metros,Santa Fé,10.0,SSO,PUBLICO,CONTROL,RACE,SAEF,desconocido,Nacional,SI,NO,Santa Fé,NO
TAR,SAST,TTG,aeródromo,TARTAGAL/GENERAL ENRIQUE MOSCONI,"22°37' 6""S  63°47'35""W",-22.618333333333332,-63.793055555555554,449.0,Metros,Tartagal,11.0,S,PUBLICO,NOCONTROL,RANO,SACF,desconocido,Nacional,SI,NO,Salta,NO
TBL,SIN_CODIGO,SIN_CODIGO,aeródromo,EL TRÉBOL/BURDISSO,"32°14'38""S  61°45'33""W",-32.24388888888889,-61.759166666666665,111.0,Metros,El Trebol,7.0,SO,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Santa Fé,NO
TCM,SIN_CODIGO,SIN_CODIGO,aeródromo,TUCUMÁN/AEROCLUB HORCO MOLLE,"26°47'46""S  65°18'34""W",-26.796111111111113,-65.30944444444444,580.0,Metros,San Miguel de Tucumán,8.0,O,PUBLICO,NOCONTROL,RANO,SACF,desconocido,Nacional,NO,NO,Tucumán,NO
TDB,SIN_CODIGO,SIN_CODIGO,aeródromo,EL TREBOL/DE BERNARDO,"32°15' 2""S  61°39' 6""W",-32.25055555555556,-61.651666666666664,87.0,Metros,El Trébol,7.0,SE,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Santa Fé,NO
TEC,SIN_CODIGO,SIN_CODIGO,aeródromo,ESTANCIA TECKA,"43°36'44""S  71° 1'19""W",-43.61222222222222,-71.02194444444444,720.0,Metros,Estancia Tecka,2.8,O,PRIVADO,NOCONTROL,RASU,SAVF,civil,Nacional,NO,NO,Chubut,NO
